#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
34600003630 59523749443 3387707 1799307 
34700009907 59683805158 3392520 1802466 
34800002364 59852404485 3397949 1805910 
34900010942 60017497479 3402851 1809130 
35000001525 60186144277 3407880 1812600 
35100006351 60347748766 3412931 1816065 
35200003485 60515690046 3417669 1819212 
35300004590 60673378768 3422777 1822449 
35400003004 60850737933 3427295 1825394 
35500003190 61026808651 3432378 1828823 
35600003105 61214703548 3437832 1832525 
35700011244 61373998528 3442606 1835717 
35800009797 61567069260 3448650 1839842 
35900006152 61722198455 3453838 1843424 
36000010250 61910372277 3459126 1847089 
36100011958 62064133648 3463441 1849844 
36200008598 62268632831 3469076 1853498 
36300007431 62460611877 3474568 1857355 
36400002930 62625797063 3478900 1860042 
36500007025 62781910460 3483618 1863434 
36600008905 62932745781 3487609 1865836 
36700004060 63114568344 3492552 1869167 
36800008539 63300972562 3497857 1872735 
36900009788 63478708287 3502939 1876296 
37000008971 63631841605 3506898 1878764 
37100003250 63808322484 3511825 1882078 
37200006972 63984151292 3516754 1885290 
37300008571 64151416280 3521807 1888743 
37400010559 64330537425 3526690 1892062 
37500002935 64502946857 3531363 1895480 
37600007875 64708331082 3537345 1899386 
37700007316 64902771365 3542858 1903205 
37800004248 65068622880 3547244 1905806 
37900008922 65255475905 3552610 1909320 
38000009162 65441865405 3557532 1912838 
38100006558 65621552335 3562227 1916066 
38200004203 65825215931 3567564 1919629 
38300004040 65988283233 3571536 1922599 
38400009863 66166139394 3576806 1925863 
38500003176 66335080961 3581691 1928940 
38600011888 66508769160 3586216 1931751 
38700007146 66681296367 3591049 1935135 
38800010867 66858507916 3595415 1938135 
38900004209 67081804854 3601553 1942328 
39000009330 67258878924 3606120 1945458 
39100008791 67453802534 3611639 1949387 
39200010207 67633283389 3616055 1952286 
39300003482 67811347413 3620630 1955429 
39400009192 68008173031 3625747 1958687 
39500003416 68186579661 3630530 1961714 
39600009950 68354728546 3635161 1965083 
39700006459 68514861269 3639530 1968216 
39800009956 68664512187 3644036 1971126 
39900003373 68833654566 3648343 1974030 
40000004282 69008579372 3653146 1977441 
40100003667 69208042745 3658486 1980877 
40200009090 69371758384 3662978 1983807 
40300009827 69545372735 3667935 1987159 
40400008487 69727578696 3673032 1990764 
40500007097 69909778529 3677679 1994013 
40600003249 70090460834 3682392 1997297 
40700004555 70280791507 3687902 2000728 
40800007563 70447798140 3691922 2003471 
40900013855 70627735494 3696943 2006966 
41000010343 70787054680 3700404 2009235 
41100010356 70971053129 3705284 2012622 
41200009827 71133473706 3708835 2015018 
41300016368 71303442125 3712974 2017884 
41400009674 71494353543 3717423 2020810 
41500010686 71670622125 3721781 2023698 
41600003160 71856358058 3726258 2026792 
41700009595 72001823365 3730479 2029210 
41800007064 72181119807 3734536 2032145 
41900010040 72362460335 3738895 2034922 
42000008231 72578929327 3744062 2038286 
42100002203 72777971141 3748722 2041348 
42200010261 72958827305 3753775 2044694 
42300008740 73161779732 3758887 2047943 
42400004272 73360372190 3763867 2051243 
42500003674 73539526169 3768227 2054396 
42600008637 73718140200 3772714 2057455 
42700010059 73877296560 3776819 2059851 
42800002908 74091385815 3781638 2063226 
42900011055 74301987429 3786485 2066085 
43000003298 74489430546 3791038 2069172 
43100002988 74659830824 3794744 2071600 
43200008133 74854611276 3799509 2074753 
43300011808 75035393861 3804306 2078111 
43400010317 75221775770 3808407 2080558 
43500004503 75425817794 3813062 2083537 
43600003951 75614462878 3817011 2086237 
43700010050 75800301334 3821827 2089575 
43800008637 75957100238 3825657 2091744 
43900003157 76153510042 3830740 2094935 
44000004023 76336603606 3835315 2097912 
44100002578 76542259744 3839828 2100695 
